obs,ATS,DEM
"1998/02/26",16.32,114.84
"1998/02/27",16.35,115.06
"1998/03/02",16.38,115.22
"1998/03/03",16.34,114.96
"1998/03/04",16.36,115.07
"1998/03/05",16.38,115.25
"1998/03/06",16.33,114.9
"1998/03/09",16.34,114.93
"1998/03/10",16.35,115.01
"1998/03/11",16.34,115
"1998/03/12",16.36,115.11
"1998/03/13",16.38,115.2
"1998/03/16",16.4,115.35
"1998/03/17",16.41,115.42
"1998/03/18",16.42,115.5
"1998/03/19",16.39,115.34
"1998/03/20",16.39,115.34
"1998/03/23",16.4,115.38
"1998/03/24",16.41,115.47
"1998/03/25",16.42,115.55
"1998/03/26",16.44,115.62
"1998/03/27",16.47,115.81
"1998/03/30",16.44,115.63
"1998/03/31",16.4,115.37
"1998/04/01",16.4,115.38
"1998/04/02",16.41,115.44
"1998/04/03",16.41,115.43
"1998/04/06",16.44,115.65
"1998/04/07",16.46,115.78
"1998/04/08",16.5,116.1
"1998/04/09",16.53,116.32
"1998/04/10",16.54,116.38
"1998/04/14",16.57,116.55
"1998/04/15",16.59,116.72
"1998/04/16",16.6,116.8
"1998/04/17",16.62,116.93
"1998/04/20",16.6,116.75
"1998/04/21",16.65,117.17
"1998/04/22",16.66,117.2
"1998/04/23",16.68,117.32
"1998/04/24",16.67,117.3
"1998/04/27",16.67,117.28
"1998/04/28",16.7,117.47
"1998/04/29",16.69,117.42
"1998/04/30",16.71,117.55
"1998/05/04",16.74,117.77
"1998/05/05",16.78,118.01
"1998/05/06",16.78,118.04
"1998/05/07",16.82,118.38
"1998/05/08",16.82,118.33
"1998/05/11",16.82,118.35
"1998/05/12",16.8,118.22
"1998/05/13",16.79,118.14
"1998/05/14",16.82,118.36
"1998/05/15",16.81,118.31
"1998/05/18",16.82,118.34
"1998/05/19",16.85,118.55
"1998/05/20",16.88,118.74
"1998/05/21",16.95,119.26
"1998/05/22",16.95,119.23
"1998/05/25",16.99,119.46
"1998/05/26",16.98,119.49
"1998/05/27",17,119.66
"1998/05/28",17.1,120.35
"1998/05/29",17.18,120.84
"1998/06/02",17.14,120.61
"1998/06/03",17.16,120.72
"1998/06/04",17.06,119.98
"1998/06/05",17.04,119.86
"1998/06/08",17.03,119.82
"1998/06/09",17.04,119.93
"1998/06/10",17.04,119.9
"1998/06/11",17.04,119.96
"1998/06/12",17.12,120.48
"1998/06/15",17.06,120.06
"1998/06/16",17.18,120.8
"1998/06/17",17.24,121.27
"1998/06/18",17.18,120.85
"1998/06/19",17.12,120.41
"1998/06/22",17.14,120.61
"1998/06/23",17.15,120.66
"1998/06/24",17.15,120.59
"1998/06/25",17.18,120.86
"1998/06/26",17.21,121.13
"1998/06/29",17.14,120.62
"1998/06/30",17.24,121.2
"1998/07/01",17.18,120.84
"1998/07/02",17.19,120.91
"1998/07/03",17.17,120.74
"1998/07/06",17.2,120.99
"1998/07/07",17.18,120.92
"1998/07/08",17.18,120.92
"1998/07/09",17.17,120.74
"1998/07/10",17.18,120.84
"1998/07/13",17.22,121.18
"1998/07/14",17.2,121.04
"1998/07/15",17.19,120.88
"1998/07/16",17.23,121.2
"1998/07/17",17.23,121.24
"1998/07/20",17.25,121.34
"1998/07/21",17.2,120.98
"1998/07/22",17.21,121.11
"1998/07/23",17.21,121.09
"1998/07/24",17.26,121.46
"1998/07/27",17.24,121.27
"1998/07/28",17.23,121.17
"1998/07/29",17.27,121.45
"1998/07/30",17.29,121.64
"1998/07/31",17.25,121.36
"1998/08/03",17.23,121.24
"1998/08/04",17.27,121.5
"1998/08/05",17.3,121.69
"1998/08/06",17.33,121.96
"1998/08/07",17.41,122.47
"1998/08/10",17.41,122.46
"1998/08/11",17.43,122.64
"1998/08/12",17.58,123.66
"1998/08/13",17.69,124.64
"1998/08/14",17.6,123.77
"1998/08/17",17.65,124.18
"1998/08/18",17.64,124.05
"1998/08/19",17.74,124.74
"1998/08/24",17.82,125.38
"1998/08/25",17.78,125.08
"1998/08/26",17.85,125.53
"1998/08/27",17.88,125.78
"1998/08/28",18.03,126.79
"1998/08/31",18,126.69
"1998/09/01",18.14,127.66
"1998/09/02",18.11,127.42
"1998/09/03",18.22,128.17
"1998/09/04",18.22,128.18
"1998/09/07",18.29,128.63
"1998/09/08",18.23,128.27
"1998/09/09",18.26,128.5
"1998/09/10",18.39,129.34
"1998/09/11",18.43,129.7
"1998/09/14",18.41,129.56
"1998/09/15",18.45,129.79
"1998/09/16",18.44,129.7
"1998/09/17",18.48,130.01
"1998/09/18",18.47,129.96
"1998/09/21",18.51,130.21
"1998/09/22",18.47,129.93
"1998/09/23",18.5,130.16
"1998/09/24",18.53,130.37
"1998/09/25",18.58,130.75
"1998/09/28",18.53,130.39
"1998/09/29",18.56,130.65
"1998/09/30",18.57,130.68
"1998/10/01",18.64,131.14
"1998/10/02",18.74,131.82
"1998/10/05",18.72,131.68
"1998/10/06",18.74,131.87
"1998/10/07",18.79,132.17
"1998/10/08",18.88,132.66
"1998/10/09",18.69,131.46
"1998/10/12",18.62,131.02
"1998/10/13",18.76,131.94
"1998/10/14",18.77,131.99
"1998/10/15",18.78,132.12
"1998/10/16",18.85,132.62
"1998/10/19",18.83,132.46
"1998/10/20",18.79,132.21
"1998/10/21",18.76,132
"1998/10/22",18.69,131.51
"1998/10/26",18.85,131.45
"1998/10/27",18.58,130.68
"1998/10/28",18.66,131.29
"1998/10/29",18.64,131.16
"1998/10/30",18.6,130.87
"1998/11/02",18.59,130.79
"1998/11/03",18.47,129.96
"1998/11/04",18.37,129.26
"1998/11/05",18.4,129.43
"1998/11/06",18.34,128.99
"1998/11/09",18.33,129.01
"1998/11/10",18.27,128.51
"1998/11/11",18.32,128.92
"1998/11/12",18.39,129.39
"1998/11/13",18.42,129.56
"1998/11/16",18.44,129.7
"1998/11/17",18.46,129.92
"1998/11/18",18.45,129.78
"1998/11/19",18.46,129.91
"1998/11/20",18.44,129.74
"1998/11/23",18.34,129.04
"1998/11/24",18.33,128.96
"1998/11/25",18.43,129.68
"1998/11/26",18.47,129.91
"1998/11/27",18.44,129.77
"1998/11/30",18.4,129.43
"1998/12/01",18.46,129.89
"1998/12/02",18.53,130.44
"1998/12/03",18.64,131.12
"1998/12/04",18.62,131
"1998/12/07",18.52,130.28
"1998/12/08",18.5,130.17
"1998/12/09",18.55,130.47
"1998/12/10",18.61,130.93
"1998/12/11",18.7,131.6
"1998/12/14",18.69,131.47
"1998/12/15",18.66,131.26
"1998/12/16",18.56,130.55
"1998/12/17",18.5,130.19
"1998/12/18",18.44,129.71
"1998/12/21",18.17,127.87
"1998/12/22",18.26,128.48
"1998/12/23",18.29,128.69
"1998/12/28",18.54,130.47
"1998/12/29",18.45,129.83
"1998/12/30",18.3,128.78
"1998/12/31",18.57,130.65
"1999/01/04",18.27,128.55
"1999/01/05",18.23,128.27
"1999/01/06",18.22,128.18
"1999/01/07",18.19,127.96
"1999/01/08",18.19,127.98
"1999/01/11",18.15,127.71
"1999/01/12",18.09,127.25
"1999/01/13",18.38,129.35
"1999/01/14",18.51,130.22
"1999/01/15",18.46,129.86
"1999/01/18",18.25,128.4
"1999/01/19",18.18,127.88
"1999/01/20",18.19,127.99
"1999/01/21",18.19,127.97
"1999/01/22",18.21,128.15
"1999/01/25",18.21,128.13
"1999/01/26",18.2,128.04
"1999/01/27",18.19,128
"1999/01/28",18.16,127.74
"1999/01/29",18.12,127.48
"1999/02/01",18.12,127.45
"1999/02/02",18.08,127.18
"1999/02/03",18.1,127.34
"1999/02/04",18.08,127.21
"1999/02/05",18.1,127.34
"1999/02/08",18.06,127.09
"1999/02/09",18.17,127.82
"1999/02/10",18.19,128.01
"1999/02/11",18.15,127.73
"1999/02/12",18.1,127.36
"1999/02/15",18.16,127.78
"1999/02/16",18.16,127.75
"1999/02/17",18.22,128.17
"1999/02/18",18.38,129.3
"1999/02/19",18.34,129.07
"1999/02/22",18.17,127.85
"1999/02/23",18.17,127.83
"1999/02/24",18.21,128.13
"1999/02/25",18.34,129.01
"1999/02/26",18.4,129.44
"1999/03/01",18.47,129.92
"1999/03/02",18.31,128.8
"1999/03/03",18.43,129.69
"1999/03/04",18.54,130.42
"1999/03/05",18.42,129.6
"1999/03/08",18.34,129.01
"1999/03/09",18.22,128.21
"1999/03/10",18.35,129.12
"1999/03/11",18.52,130.28
"1999/03/12",18.43,129.66
"1999/03/16",18.42,129.62
"1999/03/17",18.41,129.55
"1999/03/18",18.49,130.08
"1999/03/19",18.46,129.85
"1999/03/22",18.41,129.56
"1999/03/23",18.49,130.08
"1999/03/24",18.62,131
"1999/03/25",18.6,130.87
"1999/03/26",18.48,130.04
"1999/03/29",18.48,130.04
"1999/03/30",18.52,130.32
"1999/03/31",18.53,130.34
"1999/04/01",18.49,130.12
"1999/04/02",18.42,129.63
"1999/04/06",18.45,129.8
"1999/04/07",18.44,129.73
"1999/04/08",18.4,129.46
"1999/04/09",18.39,129.41
"1999/04/12",18.51,130.25
"1999/04/13",18.43,129.69
"1999/04/14",18.48,129.99
"1999/04/15",18.44,129.75
"1999/04/16",18.37,129.23
"1999/04/19",18.34,129.01
"1999/04/20",18.26,128.47
"1999/04/21",18.21,128.09
"1999/04/22",18.22,128.2
"1999/04/23",18.21,128.14
"1999/04/26",18.22,128.22
"1999/04/27",18.21,128.14
"1999/04/28",18.3,128.73
"1999/04/29",18.2,128.04
"1999/04/30",18.21,128.13
"1999/05/03",18.17,127.83
"1999/05/04",18.1,127.38
"1999/05/05",18.16,127.78
"1999/05/06",18.24,128.33
"1999/05/07",18.28,128.62
"1999/05/10",18.21,128.1
"1999/05/11",18.22,128.19
"1999/05/12",18.16,127.77
"1999/05/13",18.18,127.93
"1999/05/14",18.18,127.89
"1999/05/17",18.19,127.96
"1999/05/18",18.19,128
"1999/05/19",18.17,127.81
"1999/05/20",18.17,127.8
"1999/05/21",18.17,127.81
"1999/05/25",18.22,128.21
"1999/05/26",18.24,128.36
"1999/05/27",18.13,127.55
"1999/05/28",18.14,127.65
"1999/05/31",18.15,127.73
"1999/06/01",18.11,127.4
"1999/06/02",18.07,127.11
"1999/06/03",18.07,127.15
"1999/06/04",18.04,126.92
"1999/06/07",18.04,126.95
"1999/06/08",18.09,127.31
"1999/06/09",18.13,127.55
"1999/06/10",18.16,127.77
"1999/06/11",18.18,127.9
"1999/06/14",18.17,127.8
"1999/06/15",18.13,127.58
"1999/06/16",18.11,127.44
"1999/06/17",18.11,127.44
"1999/06/18",18.1,127.37
"1999/06/21",18.14,127.63
"1999/06/22",18.13,127.53
"1999/06/23",18.1,127.37
"1999/06/24",18.15,127.68
"1999/06/25",18.21,128.11
"1999/06/28",18.18,127.94
"1999/06/29",18.15,127.72
"1999/06/30",18.14,127.6
"1999/07/01",18.17,127.82
"1999/07/02",18.11,127.39
"1999/07/05",18.11,127.39
"1999/07/06",18.1,127.33
"1999/07/07",18.12,127.45
"1999/07/08",18.1,127.32
"1999/07/09",18.1,127.32
"1999/07/12",18.08,127.21
"1999/07/13",18.07,127.14
"1999/07/14",18.09,127.3
"1999/07/15",18.13,127.54
"1999/07/16",18.12,127.49
"1999/07/19",18.1,127.31
"1999/07/20",18.22,128.2
"1999/07/21",18.27,128.54
"1999/07/22",18.3,128.72
"1999/07/23",18.3,128.78
"1999/07/26",18.35,129.07
"1999/07/27",18.39,129.37
"1999/07/28",18.38,129.3
"1999/07/29",18.41,129.56
"1999/07/30",18.43,129.64
"1999/08/02",18.4,129.47
"1999/08/03",18.41,129.51
"1999/08/04",18.48,130
"1999/08/05",18.48,130.04
"1999/08/06",18.46,129.91
"1999/08/09",18.45,129.8
"1999/08/10",18.47,129.96
"1999/08/11",18.47,129.97
"1999/08/12",18.44,129.71
"1999/08/13",18.45,129.81
"1999/08/16",18.41,129.52
"1999/08/17",18.38,129.32
"1999/08/18",18.41,129.5
"1999/08/19",18.4,129.42
"1999/08/23",18.47,129.92
"1999/08/24",18.38,129.3
"1999/08/25",18.37,129.22
"1999/08/26",18.37,129.26
"1999/08/27",18.39,129.36
"1999/08/30",18.39,129.41
"1999/08/31",18.43,129.66
"1999/09/01",18.48,130.01
"1999/09/02",18.54,130.47
"1999/09/03",18.6,130.85
"1999/09/06",18.64,131.14
"1999/09/07",18.54,130.42
"1999/09/08",18.52,130.3
"1999/09/09",18.53,130.33
"1999/09/10",18.49,130.05
"1999/09/13",18.44,129.76
"1999/09/14",18.42,129.59
"1999/09/15",18.45,129.84
"1999/09/16",18.51,130.21
"1999/09/17",18.55,130.52
"1999/09/20",18.57,130.63
"1999/09/21",18.52,130.29
"1999/09/22",18.57,130.64
"1999/09/23",18.56,130.61
"1999/09/24",18.6,130.87
"1999/09/27",18.57,130.67
"1999/09/28",18.6,130.85
"1999/09/29",18.67,131.33
"1999/09/30",18.74,131.86
"1999/10/01",18.81,132.35
"1999/10/04",18.79,132.2
"1999/10/05",18.74,131.84
"1999/10/06",18.74,131.83
"1999/10/07",18.72,131.72
"1999/10/08",18.7,131.53
"1999/10/11",18.67,131.34
"1999/10/12",18.67,131.38
"1999/10/13",18.71,131.65
"1999/10/14",18.78,132.13
"1999/10/15",18.79,132.17
"1999/10/18",18.81,132.35
"1999/10/19",18.79,132.21
"1999/10/20",18.76,131.97
"1999/10/21",18.72,131.69
"1999/10/22",18.75,131.94
"1999/10/25",18.7,131.6
"1999/10/26",18.7,131.59
"1999/10/27",18.67,131.38
"1999/10/28",18.59,130.82
"1999/10/29",18.59,130.79
"1999/11/01",18.62,130.97
"1999/11/02",18.59,130.79
"1999/11/03",18.58,130.73
"1999/11/04",18.58,130.72
"1999/11/05",18.53,130.38
"1999/11/08",18.55,130.51
"1999/11/09",18.54,130.46
"1999/11/10",18.55,130.51
"1999/11/11",18.56,130.57
"1999/11/12",18.54,130.43
"1999/11/15",18.52,130.27
"1999/11/16",18.53,130.38
"1999/11/17",18.57,130.68
"1999/11/18",18.59,130.76
"1999/11/19",18.53,130.33
"1999/11/22",18.53,130.37
"1999/11/23",18.54,130.45
"1999/11/24",18.49,130.11
"1999/11/25",18.49,130.07
"1999/11/26",18.45,129.77
"1999/11/29",18.45,129.8
"1999/11/30",18.47,129.94
"1999/12/01",18.5,130.18
"1999/12/02",18.45,129.78
"1999/12/03",18.4,129.47
"1999/12/06",18.41,129.52
"1999/12/07",18.53,130.4
"1999/12/08",18.53,130.38
"1999/12/09",18.52,130.28
"1999/12/10",18.48,130.04
"1999/12/13",18.47,129.96
"1999/12/14",18.45,129.81
"1999/12/15",18.43,129.68
"1999/12/16",18.5,130.19
"1999/12/17",18.54,130.46
"1999/12/20",18.46,129.89
"1999/12/21",18.47,129.96
"1999/12/22",18.48,129.99
"1999/12/23",18.48,130.04
"1999/12/27",18.51,130.23
"1999/12/28",18.54,130.43
"1999/12/29",18.53,130.34
"2000/01/04",18.49,130.11
"2000/01/05",18.49,130.11
"2000/01/06",18.5,130.17
"2000/01/07",18.51,130.2
"2000/01/10",18.51,130.22
"2000/01/11",18.51,130.24
"2000/01/12",18.51,130.22
"2000/01/13",18.52,130.31
"2000/01/14",18.52,130.3
"2000/01/17",18.52,130.33
"2000/01/18",18.53,130.33
"2000/01/19",18.53,130.38
"2000/01/20",18.54,130.43
"2000/01/21",18.54,130.45
"2000/01/24",18.54,130.44
"2000/01/25",18.54,130.47
"2000/01/26",18.54,130.46
"2000/01/27",18.55,130.54
"2000/01/28",18.55,130.51
"2000/01/31",18.56,130.59
"2000/02/01",18.56,130.6
"2000/02/02",18.56,130.59
"2000/02/03",18.57,130.64
"2000/02/04",18.57,130.64
"2000/02/07",18.57,130.65
"2000/02/08",18.57,130.67
"2000/02/09",18.58,130.71
"2000/02/10",18.59,130.79
"2000/02/11",18.59,130.77
"2000/02/14",18.59,130.79
"2000/02/15",18.59,130.8
"2000/02/16",18.59,130.81
"2000/02/17",18.61,130.9
"2000/02/18",18.61,130.91
"2000/02/21",18.66,131.28
"2000/02/22",18.68,131.44
"2000/02/23",18.73,131.78
"2000/02/24",18.65,131.24
"2000/02/25",18.67,131.36
"2000/02/28",18.65,131.19
"2000/02/29",18.66,131.27
"2000/03/01",18.64,131.14
"2000/03/02",18.64,131.12
"2000/03/03",18.64,131.17
"2000/03/06",18.64,131.17
"2000/03/07",18.65,131.19
"2000/03/08",18.65,131.18
"2000/03/09",18.66,131.25
"2000/03/10",18.68,131.42
"2000/03/13",18.7,131.57
"2000/03/14",18.72,131.74
"2000/03/16",18.68,131.45
"2000/03/17",18.68,131.43
"2000/03/20",18.68,131.4
"2000/03/21",18.68,131.43
"2000/03/22",18.68,131.44
"2000/03/23",18.69,131.5
"2000/03/24",18.7,131.58
"2000/03/27",18.7,131.6
"2000/03/28",18.71,131.64
"2000/03/29",18.73,131.78
"2000/03/30",18.78,132.14
"2000/03/31",18.77,132.08
"2000/04/03",18.8,132.28
"2000/04/04",18.84,132.58
"2000/04/05",18.8,132.27
"2000/04/06",18.83,132.48
"2000/04/07",18.8,132.3
"2000/04/10",18.81,132.32
"2000/04/11",18.78,132.09
"2000/04/12",18.76,132.01
"2000/04/13",18.77,132.07
"2000/04/14",18.74,131.84
"2000/04/17",18.79,132.21
"2000/04/18",18.79,132.2
"2000/04/19",18.78,132.15
"2000/04/20",18.76,132.02
"2000/04/21",18.75,131.91
"2000/04/25",18.75,131.91
"2000/04/26",18.75,131.94
"2000/04/27",18.76,132.01
"2000/04/28",18.76,132
"2000/05/02",18.77,132.08
"2000/05/03",18.77,132.05
"2000/05/04",18.77,132.07
"2000/05/05",18.77,132.07
"2000/05/08",18.78,132.09
"2000/05/09",18.78,132.11
"2000/05/10",18.78,132.09
"2000/05/11",18.78,132.15
"2000/05/12",18.79,132.18
"2000/05/15",18.83,132.46
"2000/05/16",18.82,132.41
"2000/05/17",18.81,132.32
"2000/05/18",18.81,132.36
"2000/05/19",18.83,132.49
"2000/05/22",18.85,132.63
"2000/05/23",18.86,132.7
"2000/05/24",18.89,132.91
"2000/05/25",18.87,132.79
"2000/05/26",18.89,132.89
"2000/05/29",18.88,132.84
"2000/05/30",18.87,132.75
"2000/05/31",18.85,132.62
"2000/06/01",18.84,132.58
"2000/06/02",18.84,132.57
"2000/06/05",18.83,132.51
"2000/06/06",18.84,132.57
"2000/06/07",18.86,132.66
"2000/06/08",18.86,132.71
"2000/06/09",18.87,132.73
"2000/06/13",18.87,132.76
"2000/06/14",18.87,132.74
"2000/06/15",18.88,132.85
"2000/06/16",18.88,132.8
"2000/06/19",18.88,132.85
"2000/06/20",18.88,132.83
"2000/06/21",18.89,132.92
"2000/06/22",18.88,132.85
"2000/06/23",18.88,132.86
"2000/06/26",18.89,132.88
"2000/06/27",18.89,132.91
"2000/06/28",18.9,132.97
"2000/06/29",18.9,132.98
"2000/06/30",18.9,133
"2000/07/03",18.9,132.94
"2000/07/04",18.89,132.91
"2000/07/05",18.9,132.94
"2000/07/06",18.91,133.05
"2000/07/07",18.91,133.06
"2000/07/10",18.91,133.02
"2000/07/11",18.92,133.1
"2000/07/12",18.91,133.02
"2000/07/13",18.91,133.04
"2000/07/14",18.91,133.02
"2000/07/17",18.9,132.99
"2000/07/18",18.91,133.02
"2000/07/19",18.91,133.05
"2000/07/20",18.91,133.06
"2000/07/21",18.91,133.06
"2000/07/24",18.92,133.1
"2000/07/25",18.92,133.08
"2000/07/26",18.92,133.09
"2000/07/27",18.93,133.17
"2000/07/28",18.93,133.17
"2000/07/31",18.93,133.16
"2000/08/01",18.93,133.17
"2000/08/02",18.93,133.2
"2000/08/03",18.94,133.23
"2000/08/04",18.94,133.23
"2000/08/07",18.94,133.24
"2000/08/08",18.94,133.25
"2000/08/09",18.94,133.27
"2000/08/10",18.95,133.31
"2000/08/11",18.95,133.35
"2000/08/14",18.96,133.36
"2000/08/15",18.96,133.36
"2000/08/16",18.96,133.37
"2000/08/17",18.96,133.41
"2000/08/18",18.96,133.42
"2000/08/21",18.96,133.42
"2000/08/22",18.97,133.44
"2000/08/23",18.97,133.45
"2000/08/24",18.97,133.49
"2000/08/25",18.98,133.5
"2000/08/28",18.98,133.53
"2000/08/29",18.98,133.55
"2000/08/30",18.98,133.55
"2000/08/31",18.99,133.62
"2000/09/01",18.99,133.62
"2000/09/04",18.99,133.62
"2000/09/05",19,133.69
"2000/09/06",19.03,133.89
"2000/09/07",19.03,133.87
"2000/09/08",19.02,133.82
"2000/09/11",19.04,133.94
"2000/09/12",19.03,133.86
"2000/09/13",19.01,133.75
"2000/09/14",19.02,133.84
"2000/09/15",19.02,133.84
"2000/09/18",19.03,133.91
"2000/09/19",19.06,134.09
"2000/09/20",19.06,134.13
"2000/09/21",19.08,134.27
"2000/09/22",19.12,134.49
"2000/09/25",19.11,134.47
"2000/09/26",19.12,134.55
"2000/09/27",19.14,134.66
"2000/09/28",19.18,134.91
"2000/09/29",19.17,134.85
"2000/10/02",19.19,134.98
"2000/10/03",19.13,134.6
"2000/10/04",19.13,134.57
"2000/10/05",19.12,134.51
"2000/10/06",19.1,134.36
"2000/10/09",19.08,134.21
"2000/10/10",19.06,134.13
"2000/10/11",19.09,134.34
"2000/10/12",19.11,134.47
"2000/10/13",19.12,134.51
"2000/10/16",19.13,134.6
"2000/10/17",19.11,134.42
"2000/10/18",19.13,134.58
"2000/10/19",19.1,134.41
"2000/10/20",19.09,134.29
"2000/10/24",19.09,134.28
"2000/10/25",19.09,134.29
"2000/10/26",19.1,134.39
"2000/10/27",19.12,134.55
"2000/10/30",19.13,134.61
"2000/10/31",19.12,134.55
"2000/11/02",19.13,134.59
"2000/11/03",19.17,134.88
"2000/11/06",19.17,134.87
"2000/11/07",19.17,134.9
"2000/11/08",19.19,135.01
"2000/11/09",19.19,135.01
"2000/11/10",19.19,135
"2000/11/13",19.2,135.07
"2000/11/14",19.19,134.99
"2000/11/15",19.16,134.78
"2000/11/16",19.15,134.73
"2000/11/17",19.18,134.93
"2000/11/20",19.18,134.92
"2000/11/21",19.21,135.15
"2000/11/22",19.2,135.06
"2000/11/23",19.19,134.99
"2000/11/24",19.23,135.29
"2000/11/27",19.23,135.28
"2000/11/28",19.24,135.35
"2000/11/29",19.26,135.5
"2000/11/30",19.25,135.44
"2000/12/01",19.26,135.52
"2000/12/04",19.26,135.52
"2000/12/05",19.27,135.55
"2000/12/06",19.27,135.57
"2000/12/07",19.27,135.54
"2000/12/08",19.28,135.62
"2000/12/11",19.28,135.64
"2000/12/12",19.29,135.69
"2000/12/13",19.25,135.4
"2000/12/14",19.24,135.36
"2000/12/15",19.24,135.36
"2000/12/18",19.23,135.28
"2000/12/19",19.23,135.31
"2000/12/20",19.22,135.24
"2000/12/21",19.22,135.24
"2000/12/22",19.25,135.42
"2000/12/27",19.25,135.4
"2000/12/28",19.31,135.83
"2000/12/29",19.25,135.46
